id,mac_address,device_id,port_name,vlan_id,timestamp,observation_confidence,edge_likelihood,transit_likelihood
145625,00:E0:4C:68:00:43,CRS326-Office,sfp-sfpplus2,,1772840164,0.213725490196078,0.125490196078431,0.784313725490196
145626,3C:EC:EF:D0:89:26,CRS326-Office,ether18,,1772840164,0.9,1.0,0.0
145627,6C:1F:F7:5A:9C:64,CRS326-Office,ether12,,1772840164,0.9,1.0,0.0
145628,78:55:36:07:B4:C6,CRS326-Office,ether10,,1772840164,0.9,1.0,0.0
145629,00:A0:98:53:39:F8,CRS326-Office,sfp-sfpplus2,,1772840164,0.213725490196078,0.125490196078431,0.784313725490196
145630,10:6F:D9:B7:DA:D5,CRS326-Office,sfp-sfpplus2,,1772840164,0.213725490196078,0.125490196078431,0.784313725490196
145631,76:63:B5:5E:06:94,CRS326-Office,sfp-sfpplus2,,1772840164,0.213725490196078,0.125490196078431,0.784313725490196
145632,28:80:88:6D:98:EC,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145633,B0:41:6F:16:3C:41,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145634,BC:24:11:9C:99:D5,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145635,BC:24:11:DB:F7:4F,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145636,00:16:3E:1F:05:EC,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145637,38:05:25:30:38:39,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145638,3C:EC:EF:D0:85:6A,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145639,70:85:C2:41:A9:6B,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145640,B0:41:6F:12:74:16,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145641,BC:24:11:01:68:7A,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145642,BC:24:11:27:76:6B,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145643,BC:24:11:2A:C6:57,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145644,BC:24:11:52:4C:E7,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145645,BC:24:11:99:92:B7,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145646,00:E0:4C:68:00:43,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145647,3C:EC:EF:D0:89:26,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145648,6C:1F:F7:5A:9C:64,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145649,78:55:36:07:B4:C6,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145650,3C:31:74:E0:10:9C,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145651,84:EA:ED:CD:E3:AC,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145652,8C:49:62:53:0D:69,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145653,8C:85:80:67:79:D0,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145654,9C:50:D1:11:BC:94,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145655,C4:65:16:CB:7F:FE,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145656,EC:71:DB:A0:C8:38,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145657,EC:71:DB:B2:01:34,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145658,EC:71:DB:DB:56:81,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145659,EC:71:DB:EA:B4:00,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145660,38:05:25:30:48:79,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145661,BC:24:11:A5:17:D3,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145662,BC:24:11:12:EC:28,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145663,D4:01:C3:69:81:25,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145664,18:FD:74:D4:D1:32,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145665,6C:1F:F7:28:9C:5B,CRS310-Office,310-port7,25,1772840164,0.9,1.0,0.0
145666,9C:50:D1:11:BC:94,CRS310-Office,310-sfp+1,90,1772840164,0.128571428571429,0.0,0.914285714285714
145667,00:16:3E:1F:05:EC,CRS310-Office,310-p8-holocron2,25,1772840164,0.1,0.0,1.0
145668,BC:24:11:99:92:B7,CRS310-Office,310-p8-holocron2,25,1772840164,0.1,0.0,1.0
145669,70:85:C2:41:A9:6B,CRS310-Office,310-sfp+1,25,1772840164,0.128571428571429,0.0,0.914285714285714
145670,BC:24:11:3F:74:AB,CRS310-Office,310-p8-holocron2,25,1772840164,0.1,0.0,1.0
145671,BC:24:11:CC:EF:0B,CRS310-Office,310-p8-holocron2,2,1772840164,0.1,0.0,1.0
145672,BC:24:11:0A:C8:EF,CRS310-Office,310-p6-holocron1,25,1772840164,0.1,0.0,1.0
145673,00:16:3E:9C:50:AF,CRS310-Office,310-sfp+1,25,1772840164,0.128571428571429,0.0,0.914285714285714
145674,38:05:25:30:48:79,CRS310-Office,310-sfp+2,25,1772840164,0.217073170731707,0.15609756097561,0.804878048780488
145675,BC:24:11:12:EC:28,CRS310-Office,310-sfp+2,10,1772840164,0.217073170731707,0.15609756097561,0.804878048780488
145676,78:55:36:07:B4:C6,CRS310-Office,310-sfp+2,30,1772840164,0.217073170731707,0.15609756097561,0.804878048780488
145677,3C:EC:EF:D0:89:26,CRS310-Office,310-sfp+2,30,1772840164,0.217073170731707,0.15609756097561,0.804878048780488
145678,00:A0:98:53:39:F8,CRS310-Office,310-sfp+1,25,1772840164,0.128571428571429,0.0,0.914285714285714
145679,BC:24:11:A5:17:D3,CRS310-Office,310-p6-holocron1,25,1772840164,0.1,0.0,1.0
145680,BC:24:11:9C:99:D5,CRS310-Office,310-sfp+2,10,1772840164,0.217073170731707,0.15609756097561,0.804878048780488
145681,BC:24:11:01:68:7A,CRS310-Office,310-p6-holocron1,25,1772840164,0.1,0.0,1.0
145682,84:EA:ED:CD:E3:AC,CRS310-Office,310-sfp+1,90,1772840164,0.128571428571429,0.0,0.914285714285714
145683,28:80:88:6D:98:EC,CRS310-Office,310-sfp+1,2,1772840164,0.128571428571429,0.0,0.914285714285714
145684,38:05:25:30:38:39,CRS310-Office,310-sfp+2,25,1772840164,0.217073170731707,0.15609756097561,0.804878048780488
145685,BC:24:11:2A:C6:57,CRS310-Office,310-port7,25,1772840164,0.9,1.0,0.0
145686,20:36:26:D7:EE:60,CRS310-Office,310-sfp+1,2,1772840164,0.128571428571429,0.0,0.914285714285714
145687,BC:24:11:DB:F7:4F,CRS310-Office,310-sfp+2,10,1772840164,0.217073170731707,0.15609756097561,0.804878048780488
145688,8C:85:80:67:79:D0,CRS310-Office,310-sfp+1,90,1772840164,0.128571428571429,0.0,0.914285714285714
145689,3C:EC:EF:D0:85:6A,CRS310-Office,310-sfp+1,25,1772840164,0.128571428571429,0.0,0.914285714285714
145690,BC:24:11:36:C9:58,CRS310-Office,310-p6-holocron1,25,1772840164,0.1,0.0,1.0
145691,BC:24:11:52:4C:E7,CRS310-Office,310-port7,25,1772840164,0.9,1.0,0.0
145692,BC:24:11:27:76:6B,CRS310-Office,310-port7,25,1772840164,0.9,1.0,0.0
145693,BC:24:11:59:19:C5,CRS310-Office,310-p8-holocron2,25,1772840164,0.1,0.0,1.0
145694,BC:24:11:E6:B1:AF,CRS310-Office,310-p8-holocron2,25,1772840164,0.1,0.0,1.0
145695,20:36:26:D7:ED:C0,CRS310-Office,310-sfp+1,2,1772840164,0.128571428571429,0.0,0.914285714285714
145696,BC:24:11:E3:8F:B2,CRS310-Office,310-sfp+2,10,1772840164,0.217073170731707,0.15609756097561,0.804878048780488
145697,BC:24:11:61:84:3A,CRS310-Office,310-p8-holocron2,25,1772840164,0.1,0.0,1.0
145698,00:E0:4C:68:00:43,CRS310-Office,310-port4,30,1772840164,0.0,0.0,0.0
145699,6C:3B:E5:7A:A1:3E,CRS310-Office,310-sfp+2,25,1772840164,0.217073170731707,0.15609756097561,0.804878048780488
145700,38:05:25:30:48:78,CRS310-Office,310-p6-holocron1,25,1772840164,0.1,0.0,1.0
145701,8C:49:62:53:0D:69,CRS310-Office,310-sfp+1,90,1772840164,0.128571428571429,0.0,0.914285714285714
145702,EC:71:DB:A0:C8:38,CRS310-Office,310-sfp+2,99,1772840164,0.217073170731707,0.15609756097561,0.804878048780488
145703,3C:31:74:E0:10:9C,CRS310-Office,310-sfp+1,90,1772840164,0.128571428571429,0.0,0.914285714285714
145704,BC:24:11:BD:1A:CB,CRS310-Office,310-p6-holocron1,25,1772840164,0.1,0.0,1.0
145705,C4:65:16:CB:7F:FE,CRS310-Office,310-sfp+2,99,1772840164,0.217073170731707,0.15609756097561,0.804878048780488
145706,BC:24:11:C3:CE:F0,CRS310-Office,310-p6-holocron1,25,1772840164,0.1,0.0,1.0
145707,EC:71:DB:EA:B4:00,CRS310-Office,310-sfp+2,99,1772840164,0.217073170731707,0.15609756097561,0.804878048780488
145708,B0:41:6F:12:74:16,CRS310-Office,310-sfp+2,25,1772840164,0.217073170731707,0.15609756097561,0.804878048780488
145709,6C:1F:F7:5A:9C:64,CRS310-Office,310-sfp+2,30,1772840164,0.217073170731707,0.15609756097561,0.804878048780488
145710,38:05:25:30:38:38,CRS310-Office,310-p8-holocron2,25,1772840164,0.1,0.0,1.0
145711,EC:71:DB:A0:C8:38,CSS106-Office,106-o-p2-nvr,99,1772840164,0.9,1.0,0.0
145712,70:85:C2:41:A9:6B,CSS106-Office,106-o-p1-trunk,25,1772840164,0.14,0.0,0.88
145713,C4:65:16:CB:7F:FE,CSS106-Office,106-o-p1-trunk,99,1772840164,0.14,0.0,0.88
145714,78:55:36:07:B4:C6,CSS106-Office,106-o-p1-trunk,30,1772840164,0.14,0.0,0.88
145715,28:80:88:6D:98:EC,CSS106-Office,106-o-p1-trunk,2,1772840164,0.14,0.0,0.88
145716,3C:EC:EF:D0:89:26,CSS106-Office,106-o-p1-trunk,30,1772840164,0.14,0.0,0.88
145717,EC:71:DB:B2:01:34,CSS106-Office,106-o-p2-nvr,99,1772840164,0.9,1.0,0.0
145718,00:16:3E:1F:05:EC,CSS106-Office,106-o-p1-trunk,25,1772840164,0.14,0.0,0.88
145719,EC:71:DB:EA:B4:00,CSS106-Office,106-o-p2-nvr,99,1772840164,0.9,1.0,0.0
145720,EC:71:DB:DB:56:81,CSS106-Office,106-o-p2-nvr,99,1772840164,0.9,1.0,0.0
145721,10:6F:D9:B7:DA:D5,CRS310-Office,310-sfp+1,90,1772840164,0.128571428571429,0.0,0.914285714285714
145722,10:6F:D9:B7:DA:D5,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145723,EC:71:DB:B2:01:34,CRS310-Office,310-sfp+2,99,1772840164,0.217073170731707,0.15609756097561,0.804878048780488
145724,EC:71:DB:DB:56:81,CRS310-Office,310-sfp+2,99,1772840164,0.217073170731707,0.15609756097561,0.804878048780488
145725,BC:24:11:2A:C6:57,CSS106-Office,106-o-p1-trunk,25,1772840164,0.14,0.0,0.88
145726,76:63:B5:5E:06:94,CRS310-Office,310-sfp+1,35,1772840164,0.128571428571429,0.0,0.914285714285714
145727,76:63:B5:5E:06:94,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145728,3C:31:74:E0:10:9C,Netgear-MS510TXPP,mg5,90,1772840164,0.350980392156863,0.32156862745098,0.647058823529412
145729,84:EA:ED:CD:E3:AC,Netgear-MS510TXPP,mg6,90,1772840164,0.350980392156863,0.32156862745098,0.647058823529412
145730,8C:49:62:53:0D:69,Netgear-MS510TXPP,mg5,90,1772840164,0.350980392156863,0.32156862745098,0.647058823529412
145731,8C:85:80:67:79:D0,Netgear-MS510TXPP,mg6,90,1772840164,0.350980392156863,0.32156862745098,0.647058823529412
145732,C4:65:16:CB:7F:FE,Netgear-MS510TXPP,xg10,99,1772840164,0.213725490196078,0.125490196078431,0.784313725490196
145733,78:55:36:07:B4:C6,Netgear-MS510TXPP,xg10,30,1772840164,0.213725490196078,0.125490196078431,0.784313725490196
145734,9C:50:D1:11:BC:94,Netgear-MS510TXPP,mg6,90,1772840164,0.350980392156863,0.32156862745098,0.647058823529412
145735,10:6F:D9:B7:DA:D5,Netgear-MS510TXPP,mg5,90,1772840164,0.350980392156863,0.32156862745098,0.647058823529412
145736,76:63:B5:5E:06:94,Netgear-MS510TXPP,mg6,35,1772840164,0.350980392156863,0.32156862745098,0.647058823529412
145737,3C:EC:EF:D0:89:26,Netgear-MS510TXPP,xg10,30,1772840164,0.213725490196078,0.125490196078431,0.784313725490196
145738,BC:24:11:99:92:B7,Netgear-MS510TXPP,xg10,25,1772840164,0.213725490196078,0.125490196078431,0.784313725490196
145739,BC:24:11:E6:B1:AF,Netgear-MS510TXPP,xg10,25,1772840164,0.213725490196078,0.125490196078431,0.784313725490196
145740,BC:24:11:2A:C6:57,Netgear-MS510TXPP,xg10,25,1772840164,0.213725490196078,0.125490196078431,0.784313725490196
145741,70:85:C2:41:A9:6B,Netgear-MS510TXPP,mg8,25,1772840164,0.9,1.0,0.0
145742,BC:24:11:27:76:6B,Netgear-MS510TXPP,xg10,25,1772840164,0.213725490196078,0.125490196078431,0.784313725490196
145743,6C:1F:F7:28:9C:5B,Netgear-MS510TXPP,xg10,25,1772840164,0.213725490196078,0.125490196078431,0.784313725490196
145744,3C:EC:EF:D0:85:6A,Netgear-MS510TXPP,xmg9,25,1772840164,0.9,1.0,0.0
145745,38:05:25:30:38:38,Netgear-MS510TXPP,xg10,25,1772840164,0.213725490196078,0.125490196078431,0.784313725490196
145746,38:05:25:30:48:78,Netgear-MS510TXPP,xg10,25,1772840164,0.213725490196078,0.125490196078431,0.784313725490196
145747,00:16:3E:9C:50:AF,Netgear-MS510TXPP,xmg9,25,1772840164,0.9,1.0,0.0
145748,00:A0:98:53:39:F8,Netgear-MS510TXPP,xmg9,25,1772840164,0.9,1.0,0.0
145749,00:16:3E:1F:05:EC,Netgear-MS510TXPP,xg10,25,1772840164,0.213725490196078,0.125490196078431,0.784313725490196
145750,D4:01:C3:69:81:2D,Netgear-MS510TXPP,xg10,2,1772840164,0.213725490196078,0.125490196078431,0.784313725490196
145751,BC:24:11:CC:EF:0B,Netgear-MS510TXPP,xg10,2,1772840164,0.213725490196078,0.125490196078431,0.784313725490196
145752,D4:01:C3:69:81:25,Netgear-MS510TXPP,xg10,2,1772840164,0.213725490196078,0.125490196078431,0.784313725490196
145753,20:36:26:D7:EE:60,Netgear-MS510TXPP,mg5,2,1772840164,0.350980392156863,0.32156862745098,0.647058823529412
145754,20:36:26:D7:ED:C0,Netgear-MS510TXPP,mg6,2,1772840164,0.350980392156863,0.32156862745098,0.647058823529412
145755,BC:24:11:0A:C8:EF,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145756,3C:31:74:E0:10:9C,CRS326-Office,sfp-sfpplus2,,1772840164,0.213725490196078,0.125490196078431,0.784313725490196
145757,84:EA:ED:CD:E3:AC,CRS326-Office,sfp-sfpplus2,,1772840164,0.213725490196078,0.125490196078431,0.784313725490196
145758,8C:49:62:53:0D:69,CRS326-Office,sfp-sfpplus2,,1772840164,0.213725490196078,0.125490196078431,0.784313725490196
145759,8C:85:80:67:79:D0,CRS326-Office,sfp-sfpplus2,,1772840164,0.213725490196078,0.125490196078431,0.784313725490196
145760,9C:50:D1:11:BC:94,CRS326-Office,sfp-sfpplus2,,1772840164,0.213725490196078,0.125490196078431,0.784313725490196
145761,C4:65:16:CB:7F:FE,CRS326-Office,ether8,,1772840164,0.9,1.0,0.0
145762,EC:71:DB:A0:C8:38,CRS326-Office,ether2,,1772840164,0.455555555555556,0.455555555555556,0.5
145763,EC:71:DB:B2:01:34,CRS326-Office,ether2,,1772840164,0.455555555555556,0.455555555555556,0.5
145764,EC:71:DB:DB:56:81,CRS326-Office,ether2,,1772840164,0.455555555555556,0.455555555555556,0.5
145765,EC:71:DB:EA:B4:00,CRS326-Office,ether2,,1772840164,0.455555555555556,0.455555555555556,0.5
145766,00:A0:98:53:39:F8,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145767,3C:EC:EF:D0:85:6A,CSS106-Office,106-o-p1-trunk,25,1772840164,0.14,0.0,0.88
145768,BC:24:11:3F:74:AB,CRS326-Office,sfp-sfpplus2,,1772840164,0.213725490196078,0.125490196078431,0.784313725490196
145769,BC:24:11:99:92:B7,Netgear-MS510TXPP,port10,25,1772840164,0.2,0.0,0.7
145770,BC:24:11:E6:B1:AF,Netgear-MS510TXPP,port10,25,1772840164,0.2,0.0,0.7
145771,3C:EC:EF:D0:89:26,Netgear-MS510TXPP,port10,30,1772840164,0.2,0.0,0.7
145772,3C:31:74:E0:10:9C,Netgear-MS510TXPP,port5,90,1772840164,0.9,1.0,0.0
145773,84:EA:ED:CD:E3:AC,Netgear-MS510TXPP,port6,90,1772840164,0.9,1.0,0.0
145774,8C:49:62:53:0D:69,Netgear-MS510TXPP,port5,90,1772840164,0.9,1.0,0.0
145775,8C:85:80:67:79:D0,Netgear-MS510TXPP,port6,90,1772840164,0.9,1.0,0.0
145776,C4:65:16:CB:7F:FE,Netgear-MS510TXPP,port10,99,1772840164,0.2,0.0,0.7
145777,9C:50:D1:11:BC:94,Netgear-MS510TXPP,port6,90,1772840164,0.9,1.0,0.0
145778,10:6F:D9:B7:DA:D5,Netgear-MS510TXPP,port5,90,1772840164,0.9,1.0,0.0
145779,BC:24:11:A5:17:D3,Netgear-MS510TXPP,port10,25,1772840164,0.2,0.0,0.7
145780,76:63:B5:5E:06:94,Netgear-MS510TXPP,port6,35,1772840164,0.9,1.0,0.0
145781,BC:24:11:3F:74:AB,Netgear-MS510TXPP,port10,25,1772840164,0.2,0.0,0.7
145782,BC:24:11:27:76:6B,Netgear-MS510TXPP,port10,25,1772840164,0.2,0.0,0.7
145783,70:85:C2:41:A9:6B,Netgear-MS510TXPP,port8,25,1772840164,0.9,1.0,0.0
145784,6C:1F:F7:28:9C:5B,Netgear-MS510TXPP,port10,25,1772840164,0.2,0.0,0.7
145785,3C:EC:EF:D0:85:6A,Netgear-MS510TXPP,port9,25,1772840164,0.9,1.0,0.0
145786,38:05:25:30:38:38,Netgear-MS510TXPP,port10,25,1772840164,0.2,0.0,0.7
145787,38:05:25:30:48:78,Netgear-MS510TXPP,port10,25,1772840164,0.2,0.0,0.7
145788,00:16:3E:9C:50:AF,Netgear-MS510TXPP,port9,25,1772840164,0.9,1.0,0.0
145789,00:A0:98:53:39:F8,Netgear-MS510TXPP,port9,25,1772840164,0.9,1.0,0.0
145790,00:16:3E:1F:05:EC,Netgear-MS510TXPP,port10,25,1772840164,0.2,0.0,0.7
145791,D4:01:C3:69:81:2D,Netgear-MS510TXPP,port10,2,1772840164,0.2,0.0,0.7
145792,BC:24:11:CC:EF:0B,Netgear-MS510TXPP,port10,2,1772840164,0.2,0.0,0.7
145793,D4:01:C3:69:81:25,Netgear-MS510TXPP,port10,2,1772840164,0.2,0.0,0.7
145794,20:36:26:D7:EE:60,Netgear-MS510TXPP,port5,2,1772840164,0.9,1.0,0.0
145795,20:36:26:D7:ED:C0,Netgear-MS510TXPP,port6,2,1772840164,0.9,1.0,0.0
145796,BC:24:11:A5:17:D3,Netgear-MS510TXPP,xg10,25,1772840164,0.213725490196078,0.125490196078431,0.784313725490196
145797,BC:24:11:3F:74:AB,Netgear-MS510TXPP,xg10,25,1772840164,0.213725490196078,0.125490196078431,0.784313725490196
145798,6C:3B:E5:7A:A1:3E,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145799,BC:24:11:A5:17:D3,CSS106-Office,106-o-p1-trunk,25,1772840164,0.14,0.0,0.88
145800,BC:24:11:BD:1A:CB,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145801,00:E0:4C:68:00:43,Netgear-MS510TXPP,xg10,30,1772840164,0.213725490196078,0.125490196078431,0.784313725490196
145802,BC:24:11:52:4C:E7,Netgear-MS510TXPP,xg10,25,1772840164,0.213725490196078,0.125490196078431,0.784313725490196
145803,BC:24:11:3F:74:AB,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145804,BC:24:11:CC:EF:0B,CRS326-Office,sfp-sfpplus2,,1772840164,0.213725490196078,0.125490196078431,0.784313725490196
145805,BC:24:11:3F:74:AB,CSS106-Office,106-o-p1-trunk,25,1772840164,0.14,0.0,0.88
145806,BC:24:11:CC:EF:0B,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145807,BC:24:11:52:4C:E7,CSS106-Office,106-o-p1-trunk,25,1772840164,0.14,0.0,0.88
145808,BC:24:11:CC:EF:0B,CSS106-Office,106-o-p1-trunk,2,1772840164,0.14,0.0,0.88
145809,76:63:B5:5E:06:94,CSS106-Office,106-o-p1-trunk,35,1772840164,0.14,0.0,0.88
145810,00:E0:4C:68:00:43,CSS106-Office,106-o-p1-trunk,30,1772840164,0.14,0.0,0.88
145811,BC:24:11:E3:8F:B2,CRS326-Office,ether22,,1772840164,0.9,1.0,0.0
145812,BC:24:11:9C:99:D5,Netgear-MS510TXPP,xg10,10,1772840164,0.213725490196078,0.125490196078431,0.784313725490196
145813,BC:24:11:36:C9:58,Netgear-MS510TXPP,xg10,,1772840164,0.213725490196078,0.125490196078431,0.784313725490196
145814,BC:24:11:36:C9:58,CRS326-Office,sfp-sfpplus2,,1772840164,0.213725490196078,0.125490196078431,0.784313725490196
145815,20:36:26:D7:ED:C0,CRS326-Office,sfp-sfpplus2,,1772840164,0.213725490196078,0.125490196078431,0.784313725490196
145816,CA:16:30:70:7F:88,CRS310-Office,310-sfp+1,90,1772840164,0.128571428571429,0.0,0.914285714285714
145817,78:55:36:07:B4:C6,Netgear-MS510TXPP,port10,30,1772840164,0.2,0.0,0.7
145818,6C:1F:F7:5A:9C:64,Netgear-MS510TXPP,port10,30,1772840164,0.2,0.0,0.7
145819,BC:24:11:36:C9:58,Netgear-MS510TXPP,port10,25,1772840164,0.2,0.0,0.7
145820,BC:24:11:9C:99:D5,Netgear-MS510TXPP,port10,10,1772840164,0.2,0.0,0.7
145821,BC:24:11:E3:8F:B2,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145822,6C:1F:F7:5A:9C:64,CSS106-Office,106-o-p1-trunk,30,1772840164,0.14,0.0,0.88
145823,CA:16:30:70:7F:88,Netgear-MS510TXPP,mg6,90,1772840164,0.350980392156863,0.32156862745098,0.647058823529412
145824,6C:1F:F7:5A:9C:64,Netgear-MS510TXPP,xg10,30,1772840164,0.213725490196078,0.125490196078431,0.784313725490196
145825,BC:24:11:0A:C8:EF,Netgear-MS510TXPP,xg10,25,1772840164,0.213725490196078,0.125490196078431,0.784313725490196
145826,CA:16:30:70:7F:88,CRS326-Office,sfp-sfpplus2,,1772840164,0.213725490196078,0.125490196078431,0.784313725490196
145827,BC:24:11:36:C9:58,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145828,CA:16:30:70:7F:88,Netgear-MS510TXPP,port6,90,1772840164,0.9,1.0,0.0
145829,BC:24:11:0A:C8:EF,Netgear-MS510TXPP,port10,25,1772840164,0.2,0.0,0.7
145830,BC:24:11:59:19:C5,CRS326-Office,sfp-sfpplus2,,1772840164,0.213725490196078,0.125490196078431,0.784313725490196
145831,BC:24:11:61:84:3A,CRS326-Office,sfp-sfpplus2,,1772840164,0.213725490196078,0.125490196078431,0.784313725490196
145832,20:36:26:D7:ED:C0,CSS106-Office,106-o-p1-trunk,2,1772840164,0.14,0.0,0.88
145833,20:36:26:D7:ED:C0,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145834,BC:24:11:36:C9:58,CSS106-Office,106-o-p1-trunk,25,1772840164,0.14,0.0,0.88
145835,CA:16:30:70:7F:88,rb4011,1-sfp-sfpplus,,1772840164,0.5,0.5,0.5
145836,20:36:26:D7:EE:60,CRS326-Office,sfp-sfpplus2,,1772840164,0.213725490196078,0.125490196078431,0.784313725490196
145837,BC:24:11:0A:C8:EF,CSS106-Office,106-o-p1-trunk,25,1772840164,0.14,0.0,0.88
145838,00:16:3E:9C:50:AF,CRS326-Office,sfp-sfpplus2,,1772840164,0.213725490196078,0.125490196078431,0.784313725490196
